filename,description,big_title,category,download_url,page_url,big_titles,local_file_path,file_size,generated_prompt,inferred_context
knock_on_glass_door4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_glass_door4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_glass_door4.mp3,32640,,
knock_on_washer3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_washer3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_washer3.mp3,93498,,
knock_on_concrete1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_concrete1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_concrete1.mp3,28937,,
hit_desk1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_desk1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_desk1.mp3,17194,,
knock_on_microwave1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_microwave1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_microwave1.mp3,32437,,
knock_on_iron_tube3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_iron_tube3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_iron_tube3.mp3,30239,,
knock_on_iron_tube2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_iron_tube2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_iron_tube2.mp3,41041,,
knock_on_glass_door1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_glass_door1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_glass_door1.mp3,44928,,
knock_on_glass_door3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_glass_door3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_glass_door3.mp3,61312,,
knock_on_microwave2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_microwave2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_microwave2.mp3,56965,,
knock_on_iron_tube1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_iron_tube1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_iron_tube1.mp3,40313,,
knock_on_microwave3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_microwave3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_microwave3.mp3,24891,,
knock_on_glass_door2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_glass_door2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_glass_door2.mp3,36736,,
knock_on_mtl_door1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_mtl_door1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_mtl_door1.mp3,72266,,
knock_on_thick_glass4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thick_glass4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thick_glass4.mp3,17609,,
knock_on_mtl_door2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_mtl_door2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_mtl_door2.mp3,51616,,
knock_on_mtl_door3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_mtl_door3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_mtl_door3.mp3,36138,,
knock_on_thick_glass3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thick_glass3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thick_glass3.mp3,29326,,
knock_on_thick_glass2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thick_glass2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thick_glass2.mp3,28987,,
hit_table1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_table1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_table1.mp3,20689,,
knock_on_mtl_door4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_mtl_door4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_mtl_door4.mp3,42858,,
knock_on_thick_glass1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thick_glass1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thick_glass1.mp3,27110,,
knock_on_mtl_door5.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_mtl_door5.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_mtl_door5.mp3,53898,,
knock_on_thin_board4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thin_board4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thin_board4.mp3,14997,,
knock_on_BR_door2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_BR_door2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_BR_door2.mp3,43836,,
hit_wdn_pillar3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_wdn_pillar3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_wdn_pillar3.mp3,19385,,
knock_on_floor2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_floor2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_floor2.mp3,26900,,
knock_on_wdn_pillar1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_pillar1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_pillar1.mp3,27212,,
knock_on_floor3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_floor3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_floor3.mp3,25023,,
hit_wdn_pillar2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_wdn_pillar2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_wdn_pillar2.mp3,16774,,
knock_on_BR_door3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_BR_door3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_BR_door3.mp3,34155,,
knock_on_BR_door1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_BR_door1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_BR_door1.mp3,38906,,
knock_on_wdn_wall4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_wall4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_wall4.mp3,37418,,
knock_on_floor1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_floor1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_floor1.mp3,29821,,
knock_on_wdn_pillar3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_pillar3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_pillar3.mp3,40261,,
knock_on_wdn_pillar2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_pillar2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_pillar2.mp3,27546,,
hit_concrete_wall4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_concrete_wall4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_concrete_wall4.mp3,49076,,
hit_wdn_pillar1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_wdn_pillar1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_wdn_pillar1.mp3,20428,,
knock_on_BR_door4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_BR_door4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_BR_door4.mp3,23507,,
knock_on_thin_board2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thin_board2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thin_board2.mp3,25884,,
knock_on_wdn_wall1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_wall1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_wall1.mp3,32459,,
knock_on_floor4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_floor4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_floor4.mp3,15967,,
knock_on_floor5.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_floor5.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_floor5.mp3,28727,,
hit_concrete_wall1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_concrete_wall1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_concrete_wall1.mp3,35198,,
knock_on_thin_board3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thin_board3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thin_board3.mp3,18366,,
knock_on_thin_board1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_thin_board1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_thin_board1.mp3,29982,,
knock_on_wdn_wall2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_wall2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_wall2.mp3,31259,,
hit_concrete_wall3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_concrete_wall3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_concrete_wall3.mp3,19593,,
knock_on_wdn_pillar5.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_pillar5.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_pillar5.mp3,30424,,
knock_on_wdn_pillar4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_pillar4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_pillar4.mp3,30502,,
hit_concrete_wall2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_concrete_wall2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_concrete_wall2.mp3,29534,,
knock_on_wdn_wall3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_wdn_wall3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_wdn_wall3.mp3,17819,,
hit_house_wall2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_house_wall2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_house_wall2.mp3,22408,,
knock_on_house_wall1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_house_wall1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_house_wall1.mp3,40106,,
knock_on_Fusuma6.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma6.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma6.mp3,91852,,
knocked_in_BR4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_in_BR4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_in_BR4.mp3,51324,,
knock_on_Fusuma4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma4.mp3,29928,,
hit_house_wall1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/hit_house_wall1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/hit_house_wall1.mp3,43600,,
knock_on_house_wall2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_house_wall2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_house_wall2.mp3,32535,,
knock_on_house_wall3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_house_wall3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_house_wall3.mp3,18231,,
knock_on_Fusuma5.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma5.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma5.mp3,23403,,
knocked_at_door2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_at_door2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_at_door2.mp3,67197,,
knocked_in_BR3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_in_BR3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_in_BR3.mp3,43919,,
knock_on_Fusuma1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma1.mp3,34284,,
knock_on_door3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_door3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_door3.mp3,44175,,
knock_on_door2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_door2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_door2.mp3,21376,,
knocked_in_BR2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_in_BR2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_in_BR2.mp3,93821,,
knocked_at_door3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_at_door3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_at_door3.mp3,36609,,
knocked_at_door1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_at_door1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_at_door1.mp3,27005,,
knock_on_Fusuma2.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma2.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma2.mp3,81127,,
knock_on_house_wall4.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_house_wall4.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_house_wall4.mp3,29874,,
knock_on_house_wall5.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_house_wall5.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_house_wall5.mp3,27787,,
knock_on_door1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_door1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_door1.mp3,26656,,
knock_on_Fusuma3.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knock_on_Fusuma3.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knock_on_Fusuma3.mp3,49605,,
knocked_in_BR1.mp3,,knocking01,knocking01,https://taira-komori.net/sound/knocking01/knocked_in_BR1.mp3,https://taira-komori.net/knocking01.html,knocking01,freeaudio/knocking01/knocking01/knocked_in_BR1.mp3,35255,,
hotel_entrance1.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_entrance1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_entrance1.mp3,2339911,,
hotel_elevator.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_elevator.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_elevator.mp3,806419,,
subway_st3.mp3,,us01,us01,https://taira-komori.net/sound/us01/subway_st3.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/subway_st3.mp3,2097913,,
outside_PennSt.mp3,,us01,us01,https://taira-komori.net/sound/us01/outside_PennSt.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/outside_PennSt.mp3,7177371,,
morning_MH2.mp3,,us01,us01,https://taira-komori.net/sound/us01/morning_MH2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/morning_MH2.mp3,2481599,,
subway_st2.mp3,,us01,us01,https://taira-komori.net/sound/us01/subway_st2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/subway_st2.mp3,4455203,,
hotel_entrance0.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_entrance0.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_entrance0.mp3,1913593,,
ambulance_NY1.mp3,,us01,us01,https://taira-komori.net/sound/us01/ambulance_NY1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/ambulance_NY1.mp3,1460943,,
hotel_entrance2.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_entrance2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_entrance2.mp3,3316055,,
morning_MH1.mp3,,us01,us01,https://taira-komori.net/sound/us01/morning_MH1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/morning_MH1.mp3,3530468,,
subway_st1.mp3,,us01,us01,https://taira-komori.net/sound/us01/subway_st1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/subway_st1.mp3,1382576,,
ambulance_NY2.mp3,,us01,us01,https://taira-komori.net/sound/us01/ambulance_NY2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/ambulance_NY2.mp3,4482161,,
FDNY.mp3,,us01,us01,https://taira-komori.net/sound/us01/FDNY.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/FDNY.mp3,851559,,
night_siren2.mp3,,us01,us01,https://taira-komori.net/sound/us01/night_siren2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/night_siren2.mp3,2093524,,
hotel_drawer2op.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_drawer2op.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_drawer2op.mp3,31523,,
downtown_MH.mp3,,us01,us01,https://taira-komori.net/sound/us01/downtown_MH.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/downtown_MH.mp3,7503379,,
intersection_MH2.mp3,,us01,us01,https://taira-komori.net/sound/us01/intersection_MH2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/intersection_MH2.mp3,3426396,,
night_siren1.mp3,,us01,us01,https://taira-komori.net/sound/us01/night_siren1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/night_siren1.mp3,3132989,,
intersection_MH1.mp3,,us01,us01,https://taira-komori.net/sound/us01/intersection_MH1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/intersection_MH1.mp3,2496646,,
subway_MH.mp3,,us01,us01,https://taira-komori.net/sound/us01/subway_MH.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/subway_MH.mp3,6500277,,
old_lightswitch2.mp3,,us01,us01,https://taira-komori.net/sound/us01/old_lightswitch2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/old_lightswitch2.mp3,14595,,
int_airplane3.mp3,,us01,us01,https://taira-komori.net/sound/us01/int_airplane3.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/int_airplane3.mp3,5148597,,
emergent_night2.mp3,,us01,us01,https://taira-komori.net/sound/us01/emergent_night2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/emergent_night2.mp3,1391980,,
int_airplane2.mp3,,us01,us01,https://taira-komori.net/sound/us01/int_airplane2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/int_airplane2.mp3,2996316,,
old_lightswitch1.mp3,,us01,us01,https://taira-komori.net/sound/us01/old_lightswitch1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/old_lightswitch1.mp3,10207,,
bathroom_water.mp3,,us01,us01,https://taira-komori.net/sound/us01/bathroom_water.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/bathroom_water.mp3,240920,,
emergent_night1.mp3,,us01,us01,https://taira-komori.net/sound/us01/emergent_night1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/emergent_night1.mp3,1348721,,
airport_NY.mp3,,us01,us01,https://taira-komori.net/sound/us01/airport_NY.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/airport_NY.mp3,4791242,,
escalator_NY.mp3,,us01,us01,https://taira-komori.net/sound/us01/escalator_NY.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/escalator_NY.mp3,1132427,,
int_airplane1.mp3,,us01,us01,https://taira-komori.net/sound/us01/int_airplane1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/int_airplane1.mp3,2220166,,
out_room.mp3,,us01,us01,https://taira-komori.net/sound/us01/out_room.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/out_room.mp3,301733,,
hotel_drawer1op.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_drawer1op.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_drawer1op.mp3,33404,,
bathroom_sw2.mp3,,us01,us01,https://taira-komori.net/sound/us01/bathroom_sw2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/bathroom_sw2.mp3,12715,,
Penn_St1.mp3,,us01,us01,https://taira-komori.net/sound/us01/Penn_St1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/Penn_St1.mp3,1625201,,
cardkey.mp3,,us01,us01,https://taira-komori.net/sound/us01/cardkey.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/cardkey.mp3,40300,,
St_announce.mp3,,us01,us01,https://taira-komori.net/sound/us01/St_announce.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/St_announce.mp3,2191954,,
walking_st2.mp3,,us01,us01,https://taira-komori.net/sound/us01/walking_st2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/walking_st2.mp3,1365648,,
trans_passage.mp3,,us01,us01,https://taira-komori.net/sound/us01/trans_passage.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/trans_passage.mp3,942666,,
bathroom_sw1.mp3,,us01,us01,https://taira-komori.net/sound/us01/bathroom_sw1.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/bathroom_sw1.mp3,10834,,
hotel_toilet.mp3,,us01,us01,https://taira-komori.net/sound/us01/hotel_toilet.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/hotel_toilet.mp3,158791,,
Penn_St2.mp3,,us01,us01,https://taira-komori.net/sound/us01/Penn_St2.mp3,https://taira-komori.net/us01.html,us01,freeaudio/us01/us01/Penn_St2.mp3,1210168,,
